project_id,month,snapshot_date,physical_progress_pct,financial_progress_pct,cumulative_expenditure,revised_cost,cost_overrun_to_date_pct,revised_end_date,schedule_slip_months
PRJ-0137,July,2026-07-15,100.0,94.35,502000.64,461110.57,-13.34,2029-09-26,0.0
PRJ-0138,Feb,2026-02-15,23.85,21.0,164923.94,1019373.63,29.77,2035-03-08,20.73
PRJ-0138,March,2026-03-15,47.69,40.85,320838.85,984912.33,25.39,2035-01-08,18.96
PRJ-0138,April,2026-04-15,71.54,73.22,575103.64,941948.2,19.92,2034-05-08,11.17
PRJ-0138,May,2026-05-15,95.38,93.4,733691.14,939304.73,19.58,2034-03-08,9.06
PRJ-0138,June,2026-06-15,100.0,99.74,783430.92,986280.61,25.56,2034-02-08,7.82
PRJ-0138,July,2026-07-15,100.0,100.0,785499.26,829664.68,5.62,2033-10-08,4.12
PRJ-0139,Feb,2026-02-15,12.13,9.34,42409.79,541202.5,19.2,2031-11-27,18.12
PRJ-0139,March,2026-03-15,24.26,17.89,81235.92,537721.6,18.44,2031-05-27,12.24
PRJ-0139,April,2026-04-15,36.38,33.12,150378.74,531090.12,16.98,2031-07-27,14.18
PRJ-0139,May,2026-05-15,48.51,43.43,197165.14,525799.84,15.81,2031-02-27,8.89
PRJ-0139,June,2026-06-15,60.64,62.04,281693.02,637812.88,40.48,2031-11-27,18.05
PRJ-0139,July,2026-07-15,72.77,70.72,321099.9,450380.97,-0.8,2030-06-27,0.61
PRJ-0140,Feb,2026-02-15,11.54,1.04,2968.03,275640.85,-3.28,2033-03-21,9.23
PRJ-0140,March,2026-03-15,23.08,26.38,75167.21,272126.65,-4.51,2032-10-21,3.88
PRJ-0140,April,2026-04-15,34.61,37.9,108002.68,273642.25,-3.98,2033-03-21,8.96
PRJ-0140,May,2026-05-15,46.15,50.21,143088.91,259831.57,-8.83,2032-06-21,0.43
PRJ-0140,June,2026-06-15,57.69,54.61,155622.5,363644.16,27.6,2033-05-21,11.43
PRJ-0140,July,2026-07-15,69.23,69.25,197359.27,199567.98,-29.97,2032-06-21,0.0
PRJ-0141,Feb,2026-02-15,15.54,15.53,139984.47,1197422.55,32.8,2032-02-15,23.65
PRJ-0141,March,2026-03-15,31.07,31.67,285531.21,1171808.08,29.96,2031-11-15,20.95
PRJ-0141,April,2026-04-15,46.61,46.74,421402.46,1110779.67,23.19,2031-04-15,14.49
PRJ-0141,May,2026-05-15,62.15,60.59,546311.65,1071497.58,18.84,2031-01-15,11.28
PRJ-0141,June,2026-06-15,77.69,73.49,662650.03,1947176.81,115.95,2033-11-15,44.87
PRJ-0141,July,2026-07-15,93.22,92.35,832684.98,609620.19,-32.39,2030-02-15,0.0
PRJ-0142,Feb,2026-02-15,29.45,29.26,40393.56,141754.93,2.67,2032-05-20,13.23
PRJ-0142,March,2026-03-15,58.91,63.86,88168.23,141983.15,2.84,2031-10-20,6.0
PRJ-0142,April,2026-04-15,88.36,88.64,122376.27,141931.35,2.8,2031-08-20,4.07
PRJ-0142,May,2026-05-15,100.0,96.06,132629.38,137702.23,-0.26,2031-04-20,0.0
PRJ-0142,June,2026-06-15,100.0,99.12,136844.36,160181.31,16.02,2031-11-20,7.03
PRJ-0142,July,2026-07-15,100.0,96.1,132674.72,126120.88,-8.65,2031-04-20,0.0
PRJ-0143,Feb,2026-02-15,10.02,12.06,177609.47,1957268.36,32.92,2036-12-24,21.81
PRJ-0143,March,2026-03-15,20.05,29.3,431395.12,1937174.49,31.56,2036-09-24,18.75
PRJ-0143,April,2026-04-15,30.07,26.56,391146.81,1846924.43,25.43,2036-11-24,20.5
PRJ-0143,May,2026-05-15,40.1,39.56,582478.59,1838491.73,24.86,2036-06-24,15.96
PRJ-0143,June,2026-06-15,50.12,53.68,790498.04,2180682.95,48.1,2036-12-24,22.06
PRJ-0143,July,2026-07-15,60.15,62.58,921548.69,1528273.25,3.79,2035-08-24,5.73
PRJ-0144,Feb,2026-02-15,3.09,2.29,6646.8,332579.24,14.74,2036-03-13,15.37
PRJ-0144,March,2026-03-15,6.19,6.87,19913.41,324131.91,11.82,2036-01-13,12.55
PRJ-0144,April,2026-04-15,9.28,8.95,25930.82,311060.5,7.31,2035-12-13,12.43
PRJ-0144,May,2026-05-15,12.37,14.29,41419.39,312514.13,7.82,2036-04-13,16.0
PRJ-0144,June,2026-06-15,15.46,15.79,45763.58,374639.38,29.25,2036-07-13,18.51
PRJ-0144,July,2026-07-15,18.56,18.61,53935.28,246642.21,-14.91,2035-02-13,1.82
PRJ-0145,Feb,2026-02-15,2.57,1.84,6435.09,503997.93,44.37,2034-12-27,21.48
PRJ-0145,March,2026-03-15,5.14,9.46,33021.71,471408.36,35.04,2034-11-27,20.28
PRJ-0145,April,2026-04-15,7.72,14.06,49068.67,458436.14,31.32,2034-12-27,20.52
PRJ-0145,May,2026-05-15,10.29,5.07,17701.51,441600.8,26.5,2035-02-27,23.3
PRJ-0145,June,2026-06-15,12.86,13.05,45538.93,610567.36,74.9,2036-06-27,39.38
PRJ-0145,July,2026-07-15,15.43,11.93,41638.49,313095.73,-10.31,2033-08-27,5.24
PRJ-0146,Feb,2026-02-15,20.29,26.75,24941.02,103706.36,11.23,2036-09-28,13.85
PRJ-0146,March,2026-03-15,40.57,37.78,35221.31,103554.34,11.07,2036-02-28,7.23
PRJ-0146,April,2026-04-15,60.86,64.92,60530.32,100478.75,7.77,2036-07-28,11.88
PRJ-0146,May,2026-05-15,81.14,80.78,75310.22,100398.88,7.69,2035-11-28,4.09
PRJ-0146,June,2026-06-15,100.0,100.0,93233.34,142943.8,53.32,2037-01-28,18.28
PRJ-0146,July,2026-07-15,100.0,100.0,93233.34,73049.22,-21.65,2035-07-28,0.0
PRJ-0147,Feb,2026-02-15,1.47,1.9,8409.64,521572.24,17.68,2035-11-20,19.03
PRJ-0147,March,2026-03-15,2.25,4.53,20099.5,524790.58,18.41,2036-01-20,21.0
PRJ-0147,April,2026-04-15,3.4,3.69,16347.97,522816.36,17.96,2035-08-20,15.53
PRJ-0147,May,2026-05-15,2.01,1.13,5002.91,507058.67,14.4,2035-09-20,17.31
PRJ-0147,June,2026-06-15,2.78,0.0,0.0,553929.42,24.98,2035-10-20,18.03
PRJ-0147,July,2026-07-15,5.11,4.17,18463.65,459241.2,3.62,2035-02-20,9.71
PRJ-0148,Feb,2026-02-15,14.41,12.66,127705.81,1137317.84,12.72,2031-05-13,15.8
PRJ-0148,March,2026-03-15,28.81,25.68,259097.15,1113702.77,10.38,2031-04-13,14.57
PRJ-0148,April,2026-04-15,43.22,45.62,460307.66,1114971.84,10.51,2031-01-13,12.34
PRJ-0148,May,2026-05-15,57.62,63.04,636011.91,1049212.33,3.99,2030-08-13,7.27
PRJ-0148,June,2026-06-15,72.03,73.58,742342.18,1324530.34,31.28,2031-03-13,14.4
PRJ-0148,July,2026-07-15,86.43,87.9,886877.73,922712.03,-8.55,2030-01-13,0.0
PRJ-0149,Feb,2026-02-15,8.17,4.64,34130.94,790663.86,7.5,2033-12-09,14.32
PRJ-0149,March,2026-03-15,16.34,15.6,114730.76,784399.18,6.65,2033-12-09,14.06
PRJ-0149,April,2026-04-15,24.51,27.67,203487.07,783839.0,6.58,2033-11-09,13.0
PRJ-0149,May,2026-05-15,32.68,33.25,244517.09,803018.58,9.18,2034-04-09,17.77
PRJ-0149,June,2026-06-15,40.85,42.15,310035.73,888474.33,20.8,2033-11-09,12.63
PRJ-0149,July,2026-07-15,49.03,54.73,402534.94,740606.61,0.7,2033-08-09,9.78
PRJ-0150,Feb,2026-02-15,9.84,10.79,56586.36,575282.98,9.73,2036-04-13,15.27
PRJ-0150,March,2026-03-15,19.67,21.66,113567.36,596092.22,13.7,2036-04-13,15.5
PRJ-0150,April,2026-04-15,29.51,29.09,152511.74,583110.89,11.22,2035-10-13,9.37
PRJ-0150,May,2026-05-15,39.35,42.31,221815.95,577540.5,10.16,2035-10-13,9.33
PRJ-0150,June,2026-06-15,49.18,53.62,281098.01,663634.83,26.58,2036-03-13,14.16
PRJ-0150,July,2026-07-15,59.02,56.38,295561.48,567628.42,8.27,2035-05-13,4.12
PRJ-0151,Feb,2026-02-15,7.51,3.53,6251.89,266862.95,50.66,2037-02-17,30.65
PRJ-0151,March,2026-03-15,15.02,16.53,29288.56,261244.22,47.49,2036-08-17,24.93
PRJ-0151,April,2026-04-15,22.53,26.24,46471.04,251974.51,42.25,2036-11-17,27.63
PRJ-0151,May,2026-05-15,30.03,26.45,46843.09,249868.25,41.06,2036-06-17,23.45
PRJ-0151,June,2026-06-15,37.54,37.95,67227.68,282877.9,59.7,2037-02-17,31.31
PRJ-0151,July,2026-07-15,45.05,44.88,79504.18,194557.13,9.84,2035-06-17,11.28
PRJ-0152,Feb,2026-02-15,37.53,44.74,127070.57,354177.23,24.71,2030-05-27,16.42
PRJ-0152,March,2026-03-15,75.06,80.46,228503.41,342079.53,20.45,2030-01-27,11.58
PRJ-0152,April,2026-04-15,100.0,95.87,272254.46,334243.33,17.69,2029-08-27,7.18
PRJ-0152,May,2026-05-15,100.0,99.89,283696.17,331928.87,16.88,2029-09-27,8.05
PRJ-0152,June,2026-06-15,100.0,100.0,283996.41,408731.26,43.92,2030-01-27,11.51
PRJ-0152,July,2026-07-15,100.0,100.0,283996.41,290172.03,2.17,2029-01-27,0.0
PRJ-0153,Feb,2026-02-15,1.4,5.81,19731.05,532114.72,56.59,2031-10-09,29.52
PRJ-0153,March,2026-03-15,6.58,10.15,34491.48,513102.64,50.99,2031-10-09,29.69
PRJ-0153,April,2026-04-15,4.24,5.0,16975.8,499762.75,47.07,2031-08-09,28.36
PRJ-0153,May,2026-05-15,1.43,0.0,0.0,467270.06,37.5,2031-05-09,24.79
PRJ-0153,June,2026-06-15,5.17,0.42,1433.33,589053.42,73.34,2032-08-09,39.92
PRJ-0153,July,2026-07-15,1.54,1.42,4812.08,362272.18,6.61,2030-05-09,13.0
PRJ-0154,Feb,2026-02-15,18.86,22.33,267774.98,1459196.37,21.67,2037-02-07,13.45
PRJ-0154,March,2026-03-15,37.71,35.99,431669.11,1456022.96,21.4,2037-04-07,14.7
PRJ-0154,April,2026-04-15,56.57,57.12,684997.14,1434527.85,19.61,2037-05-07,15.92
PRJ-0154,May,2026-05-15,75.42,76.59,918520.7,1420199.3,18.42,2037-02-07,13.39
PRJ-0154,June,2026-06-15,94.28,100.0,1199312.84,1596679.46,33.13,2037-01-07,12.29
PRJ-0154,July,2026-07-15,100.0,100.0,1199312.84,1320486.48,10.1,2036-05-07,4.15
PRJ-0155,Feb,2026-02-15,12.65,11.65,19565.69,197286.03,17.45,2031-11-20,18.58
PRJ-0155,March,2026-03-15,25.3,22.63,38018.87,199175.96,18.58,2031-06-20,14.13
PRJ-0155,April,2026-04-15,37.95,44.06,74014.93,193173.45,15.01,2031-07-20,14.99
PRJ-0155,May,2026-05-15,50.61,49.55,83228.26,183609.16,9.31,2030-11-20,7.33
PRJ-0155,June,2026-06-15,63.26,69.68,117032.71,180232.68,7.3,2030-08-20,4.12
PRJ-0155,July,2026-07-15,75.91,72.6,121936.96,146270.58,-12.92,2030-04-20,0.0
PRJ-0156,Feb,2026-02-15,11.08,15.83,107844.68,911040.38,33.76,2036-08-07,21.86
PRJ-0156,March,2026-03-15,22.16,16.87,114881.96,889005.53,30.52,2036-06-07,20.03
PRJ-0156,April,2026-04-15,33.24,37.86,257894.95,858854.66,26.1,2035-12-07,13.97
PRJ-0156,May,2026-05-15,44.32,39.98,272309.38,831358.99,22.06,2036-01-07,15.41
PRJ-0156,June,2026-06-15,55.4,60.55,412413.45,1175853.22,72.64,2037-04-07,29.7
PRJ-0156,July,2026-07-15,66.48,71.93,489891.25,595698.92,-12.54,2034-10-07,0.0
PRJ-0157,Feb,2026-02-15,10.23,9.52,62712.96,774325.68,17.5,2033-07-01,16.82
PRJ-0157,March,2026-03-15,20.46,17.95,118310.44,784418.45,19.03,2033-05-01,14.84
PRJ-0157,April,2026-04-15,30.69,34.71,228772.32,769468.59,16.76,2033-09-01,18.76
PRJ-0157,May,2026-05-15,40.92,42.18,277970.27,740207.78,12.32,2032-11-01,9.23
PRJ-0157,June,2026-06-15,51.15,47.39,312331.47,947506.55,43.78,2033-10-01,19.83
PRJ-0157,July,2026-07-15,61.38,61.07,402477.85,644919.96,-2.14,2032-07-01,4.53
PRJ-0158,Feb,2026-02-15,18.92,16.09,41689.49,331329.38,27.88,2037-06-04,16.28
PRJ-0158,March,2026-03-15,37.84,43.03,111479.61,320559.43,23.72,2037-06-04,16.08
PRJ-0158,April,2026-04-15,56.76,53.28,138052.91,313414.39,20.97,2037-06-04,16.04
PRJ-0158,May,2026-05-15,75.69,72.78,188579.5,301257.38,16.27,2036-12-04,9.75
PRJ-0158,June,2026-06-15,94.61,99.71,258331.21,357757.75,38.08,2037-05-04,15.22
PRJ-0158,July,2026-07-15,100.0,100.0,259094.22,258811.23,-0.11,2036-02-04,0.0
PRJ-0159,Feb,2026-02-15,29.36,30.84,202870.94,905992.53,37.74,2037-12-06,23.54
PRJ-0159,March,2026-03-15,58.71,56.8,373596.83,874390.24,32.94,2037-05-06,17.43
PRJ-0159,April,2026-04-15,88.07,89.15,586352.06,858239.05,30.48,2036-10-06,9.98
PRJ-0159,May,2026-05-15,100.0,100.0,657732.99,838387.16,27.47,2036-11-06,11.39
PRJ-0159,June,2026-06-15,100.0,100.0,657732.99,987029.98,50.07,2037-04-06,16.46
PRJ-0159,July,2026-07-15,100.0,100.0,657732.99,747332.38,13.62,2036-06-06,6.38
PRJ-0160,Feb,2026-02-15,0.64,3.0,41737.15,1624632.14,16.89,2030-01-20,19.28
PRJ-0160,March,2026-03-15,1.29,0.0,0.0,1612007.06,15.98,2029-07-20,12.99
PRJ-0160,April,2026-04-15,0.08,0.0,0.0,1593694.71,14.66,2029-11-20,17.27
PRJ-0160,May,2026-05-15,2.57,0.52,7206.81,1585767.29,14.09,2029-08-20,14.17
PRJ-0160,June,2026-06-15,3.22,4.92,68358.16,1945987.0,40.01,2030-08-20,26.42
PRJ-0160,July,2026-07-15,3.86,0.0,0.0,1435939.57,3.31,2029-05-20,11.46
PRJ-0161,Feb,2026-02-15,29.53,32.25,483923.25,1560565.34,3.99,2035-09-07,11.13
PRJ-0161,March,2026-03-15,59.07,62.46,937355.54,1540351.43,2.64,2035-04-07,5.52
PRJ-0161,April,2026-04-15,88.6,90.42,1356924.08,1499790.86,-0.06,2034-12-07,1.78
PRJ-0161,May,2026-05-15,100.0,99.85,1498468.61,1500129.86,-0.04,2034-10-07,0.0
PRJ-0161,June,2026-06-15,100.0,99.83,1498108.59,1868356.16,24.5,2035-07-07,8.91
PRJ-0161,July,2026-07-15,100.0,95.38,1431408.63,1301069.48,-13.3,2034-10-07,0.0
PRJ-0162,Feb,2026-02-15,18.85,14.03,660.14,5926.48,25.99,2035-09-08,18.7
PRJ-0162,March,2026-03-15,37.7,44.56,2095.96,5881.04,25.02,2035-08-08,18.21
PRJ-0162,April,2026-04-15,56.55,52.53,2470.96,5664.94,20.43,2035-04-08,13.8
PRJ-0162,May,2026-05-15,75.4,77.64,3652.26,5513.08,17.2,2034-10-08,7.71
PRJ-0162,June,2026-06-15,94.25,94.9,4464.37,5942.81,26.33,2034-12-08,10.4
PRJ-0162,July,2026-07-15,100.0,97.68,4595.12,5009.52,6.49,2034-02-08,0.0
PRJ-0163,Feb,2026-02-15,13.95,19.31,74282.09,528748.5,37.46,2030-12-09,21.01
PRJ-0163,March,2026-03-15,27.89,28.68,110309.52,527017.31,37.01,2031-02-09,23.34
PRJ-0163,April,2026-04-15,41.84,35.59,136881.17,527572.0,37.15,2030-12-09,21.23
PRJ-0163,May,2026-05-15,55.79,55.46,213318.97,538285.87,39.94,2030-11-09,20.09
PRJ-0163,June,2026-06-15,69.73,66.35,255223.96,576083.33,49.77,2031-02-09,23.1
PRJ-0163,July,2026-07-15,83.68,85.64,329429.51,512695.57,33.29,2030-08-09,16.61
PRJ-0164,Feb,2026-02-15,27.94,23.97,226946.28,1100912.76,16.25,2033-07-03,14.47
PRJ-0164,March,2026-03-15,55.87,59.61,564491.25,1067663.43,12.74,2033-04-03,10.54
PRJ-0164,April,2026-04-15,83.81,85.09,805761.39,1033725.4,9.16,2032-10-03,4.77
PRJ-0164,May,2026-05-15,100.0,100.0,946988.36,980569.78,3.55,2032-06-03,0.57
PRJ-0164,June,2026-06-15,100.0,100.0,946988.36,1442429.1,52.32,2034-01-03,19.58
PRJ-0164,July,2026-07-15,100.0,99.65,943656.51,713504.55,-24.66,2032-05-03,0.0
PRJ-0165,Feb,2026-02-15,31.97,29.23,238215.58,977558.57,19.97,2033-02-21,18.05
PRJ-0165,March,2026-03-15,63.93,62.37,508222.31,986163.85,21.03,2032-07-21,11.47
PRJ-0165,April,2026-04-15,95.9,96.03,782467.53,962567.96,18.13,2032-04-21,7.78
PRJ-0165,May,2026-05-15,100.0,100.0,814840.0,983917.08,20.75,2032-05-21,8.59
PRJ-0165,June,2026-06-15,100.0,98.06,799035.36,1038795.45,27.48,2032-08-21,12.08
PRJ-0165,July,2026-07-15,100.0,82.44,671782.95,858890.85,5.41,2031-11-21,3.24
PRJ-0166,Feb,2026-02-15,15.81,6.41,19104.25,323722.02,8.54,2035-11-08,13.98
PRJ-0166,March,2026-03-15,31.61,33.07,98622.82,329246.49,10.39,2035-10-08,13.01
PRJ-0166,April,2026-04-15,47.42,39.97,119214.75,316681.95,6.18,2035-07-08,9.86
PRJ-0166,May,2026-05-15,63.22,67.74,202039.43,321323.77,7.73,2034-12-08,3.14
PRJ-0166,June,2026-06-15,79.03,75.64,225610.75,453749.06,52.13,2036-03-08,17.58
PRJ-0166,July,2026-07-15,94.83,96.4,287538.02,226775.07,-23.97,2034-09-08,0.0
PRJ-0167,Feb,2026-02-15,6.39,6.42,128415.94,2293041.09,14.65,2036-02-12,16.7
PRJ-0167,March,2026-03-15,12.78,13.76,275189.63,2318360.8,15.92,2036-01-12,15.51
PRJ-0167,April,2026-04-15,19.17,23.18,463637.99,2300751.73,15.04,2035-12-12,14.77
PRJ-0167,May,2026-05-15,25.57,24.82,496406.89,2280163.3,14.01,2035-10-12,12.54
PRJ-0167,June,2026-06-15,31.96,29.74,594707.64,2595102.11,29.76,2036-04-12,19.35
PRJ-0167,July,2026-07-15,38.35,37.13,742636.09,2057415.98,2.87,2035-05-12,7.75
PRJ-0168,Feb,2026-02-15,24.83,32.41,65304.86,259883.12,28.99,2032-10-06,18.41
PRJ-0168,March,2026-03-15,49.66,45.69,92051.99,248867.1,23.52,2032-03-06,10.81
PRJ-0168,April,2026-04-15,74.5,79.98,161139.48,244478.66,21.34,2032-04-06,11.73
PRJ-0168,May,2026-05-15,99.33,100.0,201474.12,224659.72,11.51,2031-07-06,3.4
PRJ-0168,June,2026-06-15,100.0,100.0,201474.12,379560.87,88.39,2033-12-06,32.25
PRJ-0168,July,2026-07-15,100.0,100.0,201474.12,156290.43,-22.43,2031-04-06,0.0
PRJ-0169,Feb,2026-02-15,18.19,14.21,37519.24,285747.17,8.25,2033-03-12,13.16
PRJ-0169,March,2026-03-15,36.39,38.11,100595.86,283551.99,7.42,2033-01-12,10.57
PRJ-0169,April,2026-04-15,54.58,58.05,153228.26,270254.94,2.39,2032-02-12,0.02
PRJ-0169,May,2026-05-15,72.78,83.06,219234.67,266981.59,1.15,2032-03-12,0.65
PRJ-0169,June,2026-06-15,90.97,90.94,240036.92,334952.84,26.9,2032-12-12,9.57
PRJ-0169,July,2026-07-15,100.0,100.0,263958.32,222597.57,-15.67,2032-02-12,0.0
PRJ-0170,Feb,2026-02-15,16.15,13.98,95847.17,819727.35,19.53,2031-06-22,19.19
PRJ-0170,March,2026-03-15,32.3,23.67,162323.61,815322.25,18.88,2031-02-22,14.8
PRJ-0170,April,2026-04-15,48.45,48.62,333428.62,833337.69,21.51,2030-12-22,13.04
PRJ-0170,May,2026-05-15,64.6,66.41,455427.76,788440.21,14.96,2030-10-22,10.81
PRJ-0170,June,2026-06-15,80.75,85.29,584899.65,967258.94,41.04,2031-05-22,18.21
PRJ-0170,July,2026-07-15,96.9,99.23,680539.5,718328.46,4.74,2030-02-22,3.34
PRJ-0171,Feb,2026-02-15,13.69,15.24,49571.73,409005.2,25.74,2030-06-02,20.02
PRJ-0171,March,2026-03-15,27.37,31.97,103986.47,407498.77,25.28,2030-02-02,15.82
PRJ-0171,April,2026-04-15,41.06,37.67,122533.71,395146.64,21.48,2029-12-02,14.21
PRJ-0171,May,2026-05-15,54.75,41.11,133735.49,384435.97,18.19,2030-03-02,16.62
PRJ-0171,June,2026-06-15,68.44,66.05,214857.45,460690.91,41.63,2030-08-02,22.21
PRJ-0171,July,2026-07-15,82.12,82.65,268854.07,318663.67,-2.03,2028-10-02,0.46
PRJ-0172,Feb,2026-02-15,24.07,28.51,197938.74,941136.47,35.57,2033-07-06,26.64
PRJ-0172,March,2026-03-15,48.14,48.61,337452.92,920235.09,32.56,2032-10-06,17.96
PRJ-0172,April,2026-04-15,72.21,69.82,484677.54,908086.03,30.81,2032-06-06,13.56
PRJ-0172,May,2026-05-15,96.29,91.55,635547.76,855941.72,23.3,2031-12-06,7.56
PRJ-0172,June,2026-06-15,100.0,100.0,694200.92,1302737.43,87.66,2033-12-06,31.75
PRJ-0172,July,2026-07-15,100.0,97.09,673986.33,582288.4,-16.12,2031-04-06,0.0
PRJ-0173,Feb,2026-02-15,1.26,0.0,0.0,2218942.03,10.95,2033-02-27,17.08
PRJ-0173,March,2026-03-15,1.99,0.75,15021.18,2230587.09,11.53,2032-12-27,15.04
PRJ-0173,April,2026-04-15,2.14,1.54,30810.38,2127578.52,6.38,2032-10-27,12.85
PRJ-0173,May,2026-05-15,4.42,11.99,239799.32,2088737.38,4.44,2032-11-27,13.96
PRJ-0173,June,2026-06-15,1.92,5.45,109041.65,2095221.33,4.76,2032-12-27,14.98
PRJ-0173,July,2026-07-15,3.15,4.24,84807.62,1635558.69,-18.22,2032-02-27,4.71
PRJ-0174,Feb,2026-02-15,18.62,11.06,85636.12,919572.58,18.78,2036-07-27,17.35
PRJ-0174,March,2026-03-15,37.25,47.36,366643.4,914580.0,18.14,2036-03-27,13.1
PRJ-0174,April,2026-04-15,55.87,51.43,398168.39,877408.48,13.34,2035-12-27,10.38
PRJ-0174,May,2026-05-15,74.49,71.25,551574.73,859046.35,10.96,2035-09-27,6.55
PRJ-0174,June,2026-06-15,93.12,96.82,749558.93,1011857.35,30.7,2035-12-27,10.03
PRJ-0174,July,2026-07-15,100.0,94.29,729984.21,706508.1,-8.74,2035-02-27,0.0
PRJ-0175,Feb,2026-02-15,23.52,29.31,172563.43,654977.44,11.24,2031-08-11,14.25
PRJ-0175,March,2026-03-15,47.04,51.08,300774.95,630104.08,7.01,2031-05-11,10.95
PRJ-0175,April,2026-04-15,70.57,64.75,381251.2,618067.09,4.97,2030-10-11,3.59
PRJ-0175,May,2026-05-15,94.09,97.21,572377.52,596669.26,1.33,2030-07-11,1.13
PRJ-0175,June,2026-06-15,100.0,100.0,588816.25,745888.34,26.68,2031-06-11,11.73
PRJ-0175,July,2026-07-15,100.0,95.85,564392.3,488494.61,-17.04,2030-06-11,0.0
PRJ-0176,Feb,2026-02-15,23.22,23.93,36169.77,190373.98,25.97,2036-09-27,23.2
PRJ-0176,March,2026-03-15,46.45,46.54,70332.73,184829.42,22.3,2035-10-27,11.67
PRJ-0176,April,2026-04-15,69.67,67.67,102259.93,184149.98,21.85,2035-08-27,9.99
PRJ-0176,May,2026-05-15,92.9,97.53,147395.08,181235.94,19.93,2035-08-27,10.09
PRJ-0176,June,2026-06-15,100.0,99.8,150815.76,199168.53,31.79,2035-09-27,11.01
PRJ-0176,July,2026-07-15,100.0,100.0,151123.91,160582.02,6.26,2035-01-27,2.93
PRJ-0177,Feb,2026-02-15,6.69,11.44,62462.56,577965.35,5.84,2034-01-08,13.29
PRJ-0177,March,2026-03-15,13.38,15.69,85657.58,564082.59,3.3,2034-03-08,14.9
PRJ-0177,April,2026-04-15,20.07,21.89,119540.06,573523.63,5.03,2033-11-08,11.45
PRJ-0177,May,2026-05-15,26.76,26.11,142607.42,571996.37,4.75,2033-11-08,10.72
PRJ-0177,June,2026-06-15,33.45,32.5,177450.09,657044.13,20.32,2034-03-08,15.2
PRJ-0177,July,2026-07-15,40.15,43.01,234876.81,540362.66,-1.05,2033-10-08,9.55
PRJ-0178,Feb,2026-02-15,0.36,11.21,57058.83,620654.56,21.89,2035-08-22,17.21
PRJ-0178,March,2026-03-15,0.73,0.0,0.0,588299.39,15.54,2035-08-22,17.15
PRJ-0178,April,2026-04-15,1.09,3.46,17601.77,595205.58,16.9,2035-09-22,18.13
PRJ-0178,May,2026-05-15,1.46,0.0,0.0,583729.47,14.64,2035-07-22,16.46
PRJ-0178,June,2026-06-15,1.24,0.0,0.0,820404.89,61.12,2036-10-22,30.92
PRJ-0178,July,2026-07-15,2.18,5.24,26682.06,440995.98,-13.39,2034-11-22,7.54
PRJ-0179,Feb,2026-02-15,0.42,3.2,24003.45,884170.69,17.77,2031-07-18,14.55
PRJ-0179,March,2026-03-15,0.83,0.0,30.83,904412.76,20.46,2031-11-18,19.32
PRJ-0179,April,2026-04-15,1.25,4.37,32801.55,877466.48,16.87,2031-07-18,14.86
PRJ-0179,May,2026-05-15,0.53,0.0,0.0,887814.11,18.25,2031-08-18,15.52
PRJ-0179,June,2026-06-15,0.93,0.66,4973.77,1085570.63,44.59,2032-11-18,31.31
PRJ-0179,July,2026-07-15,2.49,0.0,0.0,774912.64,3.21,2031-05-18,12.66
PRJ-0180,Feb,2026-02-15,10.86,16.08,71314.6,629958.06,42.06,2035-08-17,25.43
PRJ-0180,March,2026-03-15,21.73,19.47,86335.44,611542.62,37.91,2035-05-17,21.55
PRJ-0180,April,2026-04-15,32.59,29.59,131212.81,587956.0,32.59,2035-05-17,22.49
PRJ-0180,May,2026-05-15,43.45,46.27,205191.51,562979.63,26.96,2034-06-17,11.26
PRJ-0180,June,2026-06-15,54.32,53.67,238009.13,735055.52,65.76,2035-11-17,27.54
PRJ-0180,July,2026-07-15,65.18,63.2,280250.62,431501.69,-2.69,2033-07-17,0.0
PRJ-0181,Feb,2026-02-15,1.44,7.9,28444.38,495221.77,37.5,2037-05-03,25.36
PRJ-0181,March,2026-03-15,2.89,3.79,13642.52,462281.1,28.35,2037-01-03,21.47
PRJ-0181,April,2026-04-15,4.33,6.76,24340.09,462020.09,28.28,2036-07-03,15.41
PRJ-0181,May,2026-05-15,5.77,1.76,6341.5,447737.04,24.31,2036-09-03,16.97
PRJ-0181,June,2026-06-15,7.22,8.86,31919.04,622777.92,72.91,2038-01-03,33.37
PRJ-0181,July,2026-07-15,8.66,11.72,42195.22,320874.65,-10.91,2035-11-03,7.24
PRJ-0182,Feb,2026-02-15,26.04,25.66,181872.34,970722.5,36.95,2033-05-10,18.39
PRJ-0182,March,2026-03-15,52.08,54.54,386576.13,963004.78,35.86,2033-03-10,15.63
PRJ-0182,April,2026-04-15,78.12,78.48,556292.41,955284.21,34.77,2033-01-10,13.51
PRJ-0182,May,2026-05-15,100.0,91.19,646386.25,942112.31,32.91,2032-11-10,12.21
PRJ-0182,June,2026-06-15,100.0,100.0,708827.01,1050352.71,48.18,2033-05-10,17.64
PRJ-0182,July,2026-07-15,100.0,97.46,690800.05,835295.69,17.84,2032-05-10,5.64
PRJ-0183,Feb,2026-02-15,19.63,14.25,80945.64,691591.13,21.78,2031-05-01,18.82
PRJ-0183,March,2026-03-15,39.26,42.77,242906.94,702606.5,23.72,2031-01-01,14.52
PRJ-0183,April,2026-04-15,58.9,58.26,330886.07,704920.59,24.12,2030-10-01,11.91
